Applicant_ID,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5112799,F      ,1,1,0,382500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Laborers                                          ,1,31,13,3,27,1
5112801,M      ,1,1,1,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,46,13,0,42,1
5112802,M      ,1,1,1,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,46,13,1,58,1
5112803,M      ,1,1,1,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,46,13,2,11,1
5112805,M      ,1,1,1,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,46,13,0,5,1
5112806,M      ,1,1,1,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,46,13,1,1,0
5112807,M      ,1,1,1,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,46,13,0,42,1
5112813,F      ,0,1,0,121500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,41,17,0,45,1
5112814,F      ,0,1,0,121500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,41,17,0,28,1
5112815,F      ,0,1,0,121500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,41,17,0,45,1
5112817,F      ,0,1,0,121500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,41,17,0,28,1
5112818,F      ,0,1,0,121500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,41,17,0,53,1
5112819,F      ,0,1,0,121500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,41,17,0,59,1
5112820,F      ,0,1,0,121500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,41,17,0,53,1
5112821,F      ,0,1,0,121500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,41,17,0,59,1
5112825,F      ,0,1,0,90000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,28,4,0,38,1
5112831,F      ,0,1,1,90000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,0,0,Sales staff                                       ,3,32,2,0,4,1
5112832,F      ,0,1,1,90000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,0,0,Sales staff                                       ,3,32,2,1,13,1
5112833,F      ,0,1,1,90000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,With parents                                      ,1,0,1,1,Sales staff                                       ,2,37,3,0,18,1
5112835,F      ,0,1,2,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,42,9,0,17,1
5112837,F      ,1,1,1,90000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,0,0,Realty agents                                     ,3,33,1,0,6,1
5112838,F      ,0,1,0,202500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Accountants                                       ,2,44,6,0,11,1
5112840,F      ,0,1,1,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,3,34,5,0,3,1
5112842,F      ,1,1,0,427500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,2,55,7,0,14,1
5112844,M      ,1,1,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,2,53,30,0,50,1
5112846,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,4,1
5112847,F      ,0,1,0,247500,Commercial associate                              ,Higher education                                  ,Separated                                         ,Rented apartment                                  ,1,0,0,0,Core staff                                        ,1,47,4,0,6,1
5112848,F      ,0,1,0,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Sales staff                                       ,2,37,1,0,5,1
5112850,F      ,1,1,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,2,34,5,2,21,1
5112852,F      ,0,1,0,180000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,52,20,6,36,1
5112854,F      ,0,1,1,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,40,11,0,36,1
5112855,F      ,1,1,0,279000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,IT staff                                          ,2,28,4,0,11,1
5112856,F      ,1,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,31,12,0,9,1
5112858,F      ,1,0,1,270000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Laborers                                          ,3,34,6,6,35,1
5112861,F      ,1,1,0,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,1,46,4,0,20,1
5112862,F      ,1,1,0,270000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Laborers                                          ,2,55,30,0,29,1
5112865,M      ,1,1,2,135000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,1,High skill tech staff                             ,4,38,5,0,58,1
5112867,F      ,0,0,0,157500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,1,46,3,0,1,1
5112868,F      ,1,1,0,180000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,58,8,0,45,1
5112869,M      ,1,1,0,270000,Commercial associate                              ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,1,Laborers                                          ,2,24,3,0,5,1
5112870,M      ,1,1,1,360000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,58,9,0,16,1
5112872,F      ,1,1,0,360000,Commercial associate                              ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,1,Managers                                          ,1,58,6,0,12,1
5112873,F      ,1,1,0,143100,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,IT staff                                          ,2,51,28,0,46,1
5112876,M      ,1,1,2,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,1,0,Drivers                                           ,4,36,12,0,26,1
5112877,M      ,0,1,1,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,High skill tech staff                             ,3,33,5,0,19,1
5112878,F      ,1,1,0,225000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,1,52,4,0,13,1
5112885,F      ,0,1,0,87750,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Cleaning staff                                    ,2,55,3,0,25,1
5112887,M      ,1,0,0,315000,Commercial associate                              ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,32,6,1,21,1
5112888,F      ,0,1,0,126000,Commercial associate                              ,Higher education                                  ,Civil marriage                                    ,With parents                                      ,1,1,1,1,Laborers                                          ,2,31,3,0,12,1
5112889,F      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,54,2,0,34,1
5112895,F      ,0,1,2,157500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,38,2,0,45,1
5112897,F      ,1,1,1,382500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,3,40,8,0,6,1
5112899,F      ,0,1,0,126000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,4,0,41,1
5112901,M      ,0,0,0,234000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,39,7,0,37,1
5112902,F      ,0,1,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,46,7,0,17,1
5112903,M      ,0,0,1,202500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,14,1,31,1
5112904,M      ,0,0,1,202500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,14,1,21,1
5112905,F      ,0,1,0,180000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,63,44,0,17,1
5112907,M      ,0,1,2,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Laborers                                          ,4,35,2,0,21,1
5112908,F      ,1,0,0,360000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,2,43,2,0,37,1
5112909,F      ,0,1,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,1,High skill tech staff                             ,2,51,6,0,26,1
5112910,M      ,1,0,0,157500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,36,4,0,36,1
5112911,M      ,0,1,0,351000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,1,Managers                                          ,2,34,3,0,15,1
5112912,F      ,0,1,0,292500,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Managers                                          ,2,51,32,0,31,1
5112915,F      ,0,1,1,225000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Managers                                          ,3,39,2,0,18,1
5112917,F      ,0,1,0,337500,Commercial associate                              ,Secondary / secondary special                     ,Widow                                             ,House / apartment                                 ,1,1,0,0,Accountants                                       ,1,59,11,0,57,1
5112919,M      ,1,1,2,189000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,4,38,3,0,21,1
5112920,M      ,1,1,3,256500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,5,36,5,0,44,1
5112921,F      ,1,1,1,202500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,40,13,0,2,1
5112924,F      ,1,1,0,450000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,Managers                                          ,2,49,14,2,29,1
5112926,F      ,0,1,0,315000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,53,9,0,22,1
5112928,M      ,1,1,0,202500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Drivers                                           ,1,30,10,0,2,1
5112931,F      ,1,1,0,270000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,2,54,4,0,13,1
5112932,M      ,1,0,2,261000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,High skill tech staff                             ,4,44,5,1,38,1
5112933,M      ,1,1,0,540000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,54,8,1,14,1
5112935,M      ,0,1,0,211500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,64,16,0,16,1
5112937,M      ,1,1,0,405000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,1,Drivers                                           ,1,59,3,0,7,1
5112940,M      ,1,1,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,IT staff                                          ,2,24,4,0,10,1
5112941,M      ,1,1,1,270000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,38,1,0,39,1
5112942,F      ,1,1,1,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,2,44,3,0,15,1
5112948,M      ,1,1,1,1125000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,3,46,5,0,30,1
5112954,M      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Laborers                                          ,2,58,2,0,1,1
5112956,M      ,1,1,0,270000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Accountants                                       ,2,47,3,0,43,1
5112957,F      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,High skill tech staff                             ,2,37,8,0,42,1
5112960,M      ,1,1,0,382500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,30,10,0,33,1
5112961,M      ,1,1,1,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,35,5,1,24,1
5112962,F      ,0,1,1,67500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,37,4,0,13,1
5112963,F      ,1,1,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Cleaning staff                                    ,4,33,4,1,20,1
5112968,M      ,1,0,0,315000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,42,13,0,20,1
5112969,F      ,0,0,0,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,51,15,0,42,1
5112972,F      ,0,0,0,108000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Medicine staff                                    ,2,50,30,0,7,1
5112975,F      ,0,0,3,171000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,High skill tech staff                             ,5,38,10,0,39,1
5112976,M      ,1,0,0,360000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Drivers                                           ,2,44,7,0,15,1
5112977,F      ,1,0,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Private service staff                             ,2,40,8,0,27,1
5112978,M      ,0,0,0,202500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,55,10,0,40,1
5112981,M      ,0,1,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Laborers                                          ,2,42,1,1,22,1
5112982,M      ,1,0,2,337500,Commercial associate                              ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,1,Managers                                          ,3,38,11,0,9,1
5112983,F      ,0,1,0,202500,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,1,50,27,0,53,1
5112984,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Cleaning staff                                    ,2,62,4,0,14,1
5112985,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Laborers                                          ,2,32,12,1,19,1
5112989,F      ,1,1,0,90000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,With parents                                      ,1,1,1,1,Cleaning staff                                    ,2,27,4,0,31,1
5112990,M      ,1,1,0,202500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,63,11,1,55,1
5112991,F      ,0,1,0,247500,Commercial associate                              ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,1,32,8,0,21,1
5112992,M      ,1,1,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,57,2,0,41,1
5112993,F      ,1,1,0,180000,Working                                           ,Lower secondary                                   ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,43,2,0,4,1
5112994,F      ,0,1,0,162000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Managers                                          ,1,39,9,0,32,1
5113003,F      ,1,0,2,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Accountants                                       ,4,34,13,0,3,1
5113006,M      ,1,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,3,54,7,0,32,1
5113007,F      ,0,0,1,171000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,25,5,0,16,1
5113010,M      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Low-skill Laborers                                ,2,60,13,0,6,1
5113011,M      ,1,0,0,90000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,32,6,0,32,1
5113012,M      ,1,0,0,90000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,32,6,0,33,1
5113015,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,0,0,Medicine staff                                    ,3,47,10,0,12,1
5113016,F      ,1,0,2,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,37,1,0,14,1
5113020,M      ,1,1,0,202500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,41,7,0,16,1
5113023,F      ,1,1,0,99000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Secretaries                                       ,2,48,9,0,24,1
5113024,F      ,0,1,0,90000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Medicine staff                                    ,2,38,16,0,19,1
5113026,F      ,0,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,HR staff                                          ,3,46,10,0,9,1
5113028,M      ,1,1,1,292500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,3,41,13,0,10,1
5113030,M      ,0,1,1,315000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,3,33,3,0,4,1
5113035,F      ,0,1,0,112500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,Core staff                                        ,2,56,29,0,12,1
5113037,F      ,0,1,0,247500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,41,1,0,9,1
5113039,F      ,0,1,0,153000,Working                                           ,Higher education                                  ,Separated                                         ,House / apartment                                 ,1,0,0,1,Managers                                          ,1,41,22,0,31,1
5113040,F      ,0,1,0,229500,Working                                           ,Higher education                                  ,Widow                                             ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,35,15,0,48,1
5113048,M      ,1,0,0,310500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,28,2,1,14,1
5113049,F      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,51,19,0,47,1
5113051,M      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,56,3,0,46,1
5113052,F      ,0,1,0,225000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,0,Managers                                          ,1,34,8,0,14,1
5113054,F      ,0,1,0,225000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,0,Managers                                          ,1,34,8,0,12,1
5113056,F      ,1,0,0,202500,Commercial associate                              ,Incomplete higher                                 ,Separated                                         ,House / apartment                                 ,1,0,1,1,Accountants                                       ,1,39,4,0,14,1
5113057,F      ,1,0,0,202500,Commercial associate                              ,Incomplete higher                                 ,Separated                                         ,House / apartment                                 ,1,0,1,1,Accountants                                       ,1,39,4,0,7,1
5113060,F      ,0,0,2,135000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,Municipal apartment                               ,1,0,0,0,Cleaning staff                                    ,3,41,15,0,44,1
5113063,M      ,0,1,0,243000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Cooking staff                                     ,2,26,1,0,9,1
5113067,M      ,0,0,0,225000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,33,5,0,26,1
5113068,M      ,0,0,0,225000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,33,5,2,10,1
5113069,F      ,1,0,1,225000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,1,Core staff                                        ,2,33,5,0,15,1
5113070,F      ,1,0,1,225000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,1,Core staff                                        ,2,33,5,4,53,1
5113073,F      ,0,1,0,225000,State servant                                     ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,1,1,Medicine staff                                    ,1,54,35,0,21,1
5113074,F      ,0,1,0,225000,State servant                                     ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,1,1,Medicine staff                                    ,1,54,35,0,20,1
5113076,M      ,0,1,0,360000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,2,54,9,0,5,1
5113077,F      ,1,1,1,112500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Accountants                                       ,3,37,12,0,26,1
5113078,M      ,1,1,1,360000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,41,21,0,40,1
5113079,M      ,1,1,1,360000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,41,21,0,12,1
5113080,M      ,1,1,1,360000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,41,21,0,12,1
5113081,F      ,0,1,1,112500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,42,4,2,42,1
5113082,F      ,0,1,1,112500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,42,4,0,26,1
5113085,M      ,0,1,2,225000,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,1,Core staff                                        ,4,40,22,0,5,1
